location,bath,price,total_sqft_int,BHK
Nagavarapalya,2.0,38.0,907.0,2
Varthur,2.0,79.0,1395.0,3
Kumbena Agrahara,2.0,50.0,1180.0,2
Banaswadi,6.0,140.0,1903.0,5
Coconut Grove Layout,2.0,51.5,1272.0,2
Hiremath Layout,2.0,92.0,1490.0,3
Anekal - Hosur Road,5.0,140.0,2400.0,4
Hormavu,2.0,53.0,1143.0,2
Karuna Nagar,3.0,190.0,2500.0,3
Whitefield,2.0,75.0,1216.0,2
Nallurhalli,2.0,60.0,1044.0,2
Prithvi Layout,3.0,93.0,1352.0,2
Bellandur,3.0,120.0,1785.0,3
Pai Layout,2.0,34.5,810.0,2
Banashankari Stage V,3.0,51.98,1650.0,3
Akshayanagara East,3.0,70.39,1595.0,3
Babusapalaya,2.0,65.0,1410.0,3
Kanakpura Road,3.0,122.0,1591.0,3
Ashwath Nagar,3.0,84.0,1640.0,3
Yelahanka New Town,1.0,16.0,450.0,1
Kaggadasapura,2.0,45.0,1240.0,2
MCECHS  layout,2.0,54.0,1200.0,2
Dodda Nekkundi,2.0,41.16,1100.0,2
Koramangala,2.0,128.0,1180.0,2
Bisuvanahalli,2.0,33.0,845.0,2
4th Block Jayanagar,2.0,190.0,1567.2,3
Yelahanka,1.0,150.0,26136.0,1
Jyothi Nagar,2.0,42.5,959.0,2
Kambipura,2.0,37.0,883.0,2
Rachenahalli,2.0,55.5,1050.0,2
Yelahanka,2.0,70.21,1390.0,2
Kenchenahalli,2.0,69.0,1280.0,3
Yelahanka,3.0,95.0,1614.0,3
Kasturi Nagar,2.0,58.0,1000.0,2
Marathahalli,2.0,57.9,1196.0,2
Ambalipura,2.0,31.95,950.0,2
Akshaya Vana,2.0,55.0,1141.0,2
5th Phase JP Nagar,2.0,51.0,1200.0,2
Doddathoguru,2.0,32.0,855.0,2
Chandapura,1.0,16.45,645.0,1
Chandapura,2.0,36.0,922.0,2
Nagappa Reddy Layout,2.0,43.2,1200.0,2
Nagadevanahalli,2.0,65.0,1240.0,3
7th Phase JP Nagar,2.0,42.0,1070.0,2
Rajiv Gandhi Nagar,2.0,75.0,1293.0,2
Nehru Nagar,2.0,41.1,967.0,2
Silver Springs Layout,3.0,90.0,1885.0,3
1st Block Koramangala,2.0,65.5,860.0,2
Yelahanka,1.0,19.5,1075.0,1
Sarjapur  Road,2.0,63.5,1050.0,2
Sarjapur  Road,2.0,102.0,1350.0,2
Hebbal,2.0,45.0,1204.0,2
Sarjapur  Road,4.0,240.0,2990.0,4
ITPL,2.0,29.95,1000.0,2
Sarjapur  Road,3.0,85.0,1457.0,3
Haralur Road,2.0,47.0,1194.0,2
Bannerghatta,2.0,66.0,1100.0,2
Whitefield,3.0,120.0,1655.0,3
Kanakpura Road,3.0,115.0,1691.2,3
Ramagondanahalli,2.0,46.1,1215.0,2
Hoodi,3.0,129.0,1639.0,3
Sarjapur  Road,3.0,135.0,1685.0,3
Hormavu,2.0,38.0,1100.0,2
Marathahalli,3.0,125.0,2122.0,3
Vasanthapura,2.0,47.0,1050.0,2
Electronic City Phase II,2.0,65.0,1252.0,3
Canara Bank Colony,2.0,88.0,1374.0,3
8th Phase JP Nagar,1.0,30.0,500.0,1
Hebbal,3.0,83.87,1355.0,3
Banashankari,2.0,45.0,1040.0,2
Sarjapur  Road,2.0,68.0,1350.0,2
Hennur,3.0,135.0,2400.0,3
Haralur Road,3.0,90.0,1560.0,3
Anandapura,2.0,43.16,1151.0,2
Crimson Layout,2.0,60.0,1250.0,2
Hennur Road,2.0,50.0,1015.0,2
Kadugodi,2.0,78.0,1351.0,3
Yelahanka New Town,2.0,50.0,960.0,2
Virat Nagar,2.0,52.0,1110.0,2
Arekere,3.0,180.0,2400.0,3
Yemlur,5.0,2000.0,11000.0,4
Ramamurthy Nagar Extension,3.0,48.6,1350.0,3
Horamavu Banaswadi,2.0,47.0,1254.0,2
Haralur Road,3.0,115.0,1255.0,3
CV Raman Nagar,2.0,61.0,1051.0,2
"2nd phase jp nagar, jp nagar",3.0,205.0,1200.0,3
Uttarahalli,2.0,65.0,1099.0,2
Hebbal,4.0,199.0,2650.0,3
Mathikere Extension,2.0,160.0,2000.0,4
Yeshwanthpur,2.0,130.0,1541.0,2
Sarjapur  Road,3.0,70.0,1200.0,3
Ashwini layout,1.0,62.0,834.0,1
Gollarapalya Hosahalli,3.0,60.0,1320.0,3
Malleshpalya,3.0,149.0,1200.0,3
Whitefield,5.0,500.0,4400.0,4
Moodalapalya,1.0,52.0,600.0,1
Whitefield,2.0,70.0,1180.0,2
Kadugodi,2.0,50.0,1010.0,2
Channasandra,2.0,38.0,1070.0,2
Choodasandra,3.0,105.0,1580.0,3
Green Glen Layout,3.0,165.0,2000.0,3
Iblur Village,3.0,130.0,1920.0,3
Kalena Agrahara,2.0,45.0,1040.0,2
Hulimavu,2.0,90.0,1430.0,3
Uttarahalli,2.0,52.85,1215.0,3
Domlur,1.0,70.0,650.0,1
Thanisandra,3.0,105.0,1564.0,3
Hormavu,2.0,58.0,750.0,2
Kasavanhalli,2.0,60.0,1200.0,2
Raja Rajeshwari Nagar,2.0,48.79,1128.0,2
Begur Road,2.0,44.4,1200.0,2
Cholanayakanahalli,4.0,135.0,2000.0,4
Jakkur Plantation,3.0,260.0,2750.0,3
4th T block Jayanagar,4.0,480.0,2400.0,4
Yelahanka,3.0,105.0,1650.0,3
1st Block Jayanagar,2.0,148.0,1235.0,2
Kengeri Satellite Town,2.0,42.0,985.0,2
Canara Bank Colony,2.0,35.0,900.0,2
Gottigere,3.0,120.0,2500.0,4
GM Palaya,2.0,60.0,1030.0,2
Kamdhenu Nagar,2.0,46.0,1000.0,2
Sarjapur  Road,3.0,325.0,3800.0,4
Kasavanhalli,4.0,333.0,4260.0,4
Brookefield,6.0,175.0,1950.0,5
Kanakapura,2.0,68.0,1283.0,2
Vinayaka Nagar,2.0,52.0,1200.0,2
HAL 2nd Stage,3.0,500.0,2700.0,3
Konanakunte,2.0,180.0,2400.0,3
Kathriguppe,2.0,68.75,1250.0,3
Panathur,2.0,85.0,1199.0,2
Brindavan Nagar,2.0,90.0,1280.0,2
1st Block Jayanagar,4.0,413.0,2750.0,4
Reliaable Tranquil Layout,2.0,55.0,1190.0,2
Yelachenahalli,2.0,60.0,1100.0,2
RMV,3.0,175.0,2075.0,3
Harlur,2.0,55.0,1133.0,2
Somasundara Palya,3.0,140.0,2400.0,4
Horamavu Agara,3.0,65.0,1250.0,3
Pattanagere,3.0,65.0,1900.0,3
Munnekollal,2.0,45.0,1080.0,2
Battarahalli,1.0,47.0,600.0,1
Himagiri Meadows,4.0,180.0,1240.0,3
Vittasandra,2.0,67.3,1246.0,2
Govindpura,3.0,73.9,1578.0,3
HSR Layout,2.0,46.0,1140.0,2
Vidyaranyapura,2.0,70.0,1120.0,2
Electronic City,1.0,22.0,435.0,1
Magadi Road,2.0,51.89,1116.0,2
Old Madras Road,3.0,95.0,1480.0,3
Hormavu,2.0,50.0,1000.0,2
HSR Layout,2.0,46.0,1145.0,2
Bommasandra,1.0,32.0,800.0,2
Thanisandra,2.0,83.0,1265.0,2
Devanahalli,3.0,88.2,1700.0,3
Narayanappa Garden,2.0,70.0,1475.0,2
BTM 2nd Stage,2.0,55.0,1265.0,2
Anandapura,2.0,58.0,1200.0,2
1st Phase JP Nagar,3.0,210.0,2180.0,3
Brookefield,2.0,50.0,1080.0,2
Whitefield,4.0,130.0,2023.0,3
Hanumantha Nagar,2.0,125.0,2400.0,2
Kalena Agrahara,3.0,166.0,1804.0,3
3rd Block Hrbr Layout,2.0,200.0,1200.0,2
Hoodi,2.0,74.23,1108.0,2
Marathahalli,3.0,115.0,1730.0,3
RWF West Colony,2.0,70.0,1427.0,3
Sarjapura - Attibele Road,2.0,31.77,1073.0,2
Ananth Nagar,2.0,37.0,960.0,2
Electronic City Phase II,2.0,32.49,1125.0,2
Brookefield,2.0,55.0,1230.0,2
Mahadevpura,2.0,89.0,1438.0,2
7th Phase JP Nagar,2.0,75.0,1080.0,2
Hebbal Kempapura,3.0,125.0,1200.0,3
Marathahalli,1.0,103.0,1200.0,2
Seetharampalya,3.0,68.0,1350.0,3
Kaggadasapura,2.0,72.0,1560.0,3
Mallasandra,3.0,57.0,1810.0,4
Kanaka Nagar,4.0,160.0,2274.24,3
Sonnenahalli,3.0,74.18,1484.0,3
Indira Nagar,3.0,220.0,1650.0,3
Stage-4 Bommanahalli,2.0,55.0,1455.0,3
Thanisandra,4.0,184.0,2280.0,3
Rest House Road,5.0,980.0,4900.0,5
Frazer Town,3.0,220.0,2079.0,3
Bharathi Nagar,2.0,74.0,1351.0,2
Whitefield,5.0,400.0,3589.0,4
Channasandra,4.0,300.0,1800.0,4
Sarjapur  Road,2.0,55.0,984.0,2
Immadihalli,3.0,105.0,900.0,2
Bhoganhalli,2.0,75.97,1447.0,2
Margondanahalli,2.0,60.0,1140.0,2
Bommanahalli,2.0,34.0,1170.0,2
Poorna Pragna Layout,2.0,46.39,1160.0,2
Kanakpura Road,2.0,89.0,1296.0,2
Kempapura,3.0,80.0,1570.0,3
Nagappa Reddy Layout,2.0,65.0,1495.0,3
Bellandur,2.0,48.0,1088.0,2
Hosa Road,3.0,98.18,1533.0,3
Rachenahalli,2.0,68.0,1100.0,2
Hebbal,3.0,48.0,1244.0,2
Hosa Road,2.0,68.59,1040.0,2
Begur Road,2.0,39.69,1260.0,2
Uttarahalli,2.0,41.3,1180.0,2
Thigalarapalya,2.0,100.0,1245.0,2
Dollars Colony,3.0,75.0,1350.0,3
KUDLU MAIN ROAD,3.0,56.0,1464.0,3
Alur,2.0,10.0,470.0,1
Vijayanagar,2.0,60.0,920.0,2
Vijay Nagar,7.0,160.0,2300.0,6
Sarjapur,2.0,30.35,1124.0,2
Begur Road,2.0,71.42,1100.0,2
Vijayanagar,2.0,58.0,1019.0,2
Harlur,3.0,128.0,1756.0,3
Bommasandra,3.0,50.0,1280.0,3
Whitefield,4.0,118.0,2134.0,3
Hosa Road,2.0,98.0,1369.1,2
Hennur Bande,4.0,150.0,1313.0,3
Carmelaram,4.0,155.0,2515.0,3
Basapura,3.0,72.0,1440.0,3
Hebbal,3.0,140.0,1800.0,3
Kudlu,3.0,79.0,1600.0,3
GM Palaya,2.0,35.0,1000.0,2
Cunningham Road,3.0,285.0,2275.0,3
Banashankari Stage III,2.0,59.0,1305.0,3
Binny Pete,3.0,150.0,1740.0,3
Malleshwaram,2.0,90.0,900.0,2
Benson Town,3.0,140.0,1567.0,2
Nagarbhavi,2.0,80.0,1050.0,2
Atmananda Colony,2.0,56.0,1200.0,2
Begur,4.0,185.0,3500.0,3
Dasarahalli,2.0,52.0,1220.0,2
Binny Pete,3.0,164.0,1970.0,3
CMH Road,3.0,350.0,2665.0,3
Kanakapura,4.0,120.0,2130.0,4
Harlur,3.0,120.0,1749.0,3
Subramanyapura,2.0,108.0,1260.0,2
6th Phase JP Nagar,2.0,120.0,1170.0,2
Ankappa Layout,3.0,75.0,1670.0,3
Hennur Road,3.0,168.0,2264.0,3
Byadarahalli,5.0,450.0,3500.0,4
Begur,2.0,55.0,1100.0,2
Koramangala,2.0,160.0,1320.0,2
Electronics City Phase 1,2.0,65.0,1125.0,2
Nagavara,2.0,44.5,1125.0,2
Baba Nagar,2.0,29.0,700.0,2
BTM Layout,2.0,75.0,1300.0,3
Magadi Road,2.0,60.0,1052.0,3
 Devarachikkanahalli,2.0,36.0,1130.0,2
BTM 2nd Stage,3.0,220.0,2200.0,3
Gottigere,2.0,52.0,1230.0,3
Haralur Road,2.0,85.0,1520.0,3
Kanakpura Road,1.0,26.25,525.0,1
Hosa Road,2.0,61.0,1040.0,2
Upadhyaya Layout,2.0,67.0,1300.0,3
Old Airport Road,4.0,201.0,2690.0,4
Domlur,1.0,70.0,780.0,1
Panathur,2.0,51.2,1140.0,2
Nagavarapalya,1.0,25.84,646.0,1
Cox Town,3.0,150.0,1600.0,3
Kadugodi,4.0,125.0,1890.0,3
Kadugodi,2.0,34.0,1050.0,2
Green Glen Layout,3.0,160.0,1970.0,3
Balagere,2.0,67.0,1007.0,2
Doddathoguru,2.0,50.0,1105.0,2
Lakshminarayana Pura,3.0,150.0,1700.0,3
Raja Rajeshwari Nagar,2.0,50.0,1170.0,2
Chandapura,2.0,45.0,1080.0,2
Ramamurthy Nagar,2.0,57.9,1200.0,2
Jakkuru Layout,2.0,54.0,1200.0,2
KR Puram,2.0,50.0,1040.0,2
Hosur Road,2.0,33.7,1085.0,2
Virat Nagar,2.0,49.75,1215.0,3
NRI Layout,4.0,115.0,2150.0,4
Panathur,2.0,77.0,1210.0,2
Kallumantapa,2.0,55.0,1050.0,2
Iblur Village,3.0,150.0,1920.0,3
Mysore Road,2.0,80.0,947.55,2
Malleshpalya,2.0,90.0,1421.0,2
Whitefield,1.0,60.0,905.0,1
elachenahalli,2.0,58.0,1258.0,2
Hormavu,4.0,289.0,3500.0,4
Ramagondanahalli,4.0,800.0,4200.0,4
B K Nagar,5.0,300.0,2400.0,6
Vivek Nagar,4.0,130.0,3000.0,8
Kumaraswami Layout,4.0,325.0,2600.0,4
Anjanapura,2.0,32.0,950.0,2
Banashankari Stage III,2.0,111.0,1304.0,2
7th Phase JP Nagar,3.0,200.0,2100.0,3
Budigere,3.0,85.0,1636.0,3
Green Glen Layout,3.0,125.0,1728.0,3
7th Phase JP Nagar,3.0,125.0,1680.0,3
Venkatapura,2.0,140.0,1235.0,2
Yelahanka,4.0,260.0,3990.0,4
Kasavanhalli,2.0,83.0,1495.0,2
Kanakpura Road,1.0,28.0,381.0,1
Gopalapura,5.0,570.0,3301.8,4
Hennur Road,3.0,120.0,2002.0,3
Meenakunte,3.0,260.0,3200.0,3
Banjara Layout,2.0,70.0,1200.0,2
Sarjapur  Road,3.0,235.0,1500.0,4
Bommasandra,3.0,90.0,1942.0,3
Thyagaraja Nagar,1.0,95.0,660.0,1
Basavanna Nagar,3.0,90.0,1450.0,3
Old Madras Road,2.0,80.0,1210.0,2
Yelahanka,3.0,90.0,1620.0,3
Choodasandra,4.0,395.0,3204.0,3
Hebbal Kempapura,3.0,260.0,3408.0,3
Marathahalli,2.0,55.0,1314.0,2
Bisuvanahalli,2.0,33.0,945.0,2
Nehru Nagar,3.0,72.0,1374.0,3
Kanakpura Road,3.0,113.0,1603.0,3
Kengeri,2.0,52.0,1230.0,3
 Basavangudi,1.0,50.0,670.0,1
Electronic City,1.0,39.9,770.0,2
Varthur,2.0,45.0,1085.0,2
Dodsworth Layout,3.0,115.0,1893.0,3
Electronics City Phase 1,2.0,82.0,1550.0,3
Badavala Nagar,2.0,94.55,1494.0,3
Electronic City Phase II,2.0,69.0,1286.0,2
Raghuvanahalli,1.0,750.0,425.0,1
Haralur Road,2.0,45.0,1243.0,2
Brookefield,2.0,75.0,1200.0,2
Sarjapur,2.0,32.0,1044.0,2
7th Phase JP Nagar,2.0,41.59,1040.0,2
8th Phase JP Nagar,2.0,36.94,1125.0,2
Cunningham Road,3.0,662.0,3489.0,3
Chelekare,6.0,98.0,2400.0,6
Belatur,2.0,43.0,1250.0,2
Vijayanagar,6.0,125.0,2400.0,5
KR Puram,5.0,560.0,4166.0,5
Lakshminarayana Pura,2.0,75.0,1210.0,2
Raja Rajeshwari Nagar,2.0,51.15,1185.0,2
Kalena Agrahara,3.0,100.0,1450.0,3
Old Madras Road,3.0,121.0,1859.0,3
Rajaji Nagar,3.0,262.0,1763.0,2
Srirampuram,2.0,100.0,1200.0,3
Thanisandra,1.0,35.285,784.0,1
Kudlu,2.0,42.0,1027.0,2
Uttarahalli,2.0,40.08,1002.0,2
Uttarahalli,2.0,40.08,1002.0,2
Narayanapura,2.0,89.04,1308.0,2
Hennur Road,2.0,69.6,1232.0,2
Haralur Road,2.0,44.0,1027.0,2
Kalyan nagar,2.0,65.0,1250.0,2
Raja Rajeshwari Nagar,2.0,53.87,1255.0,2
Akshaya Nagar,3.0,84.0,1434.0,3
Doddathoguru,2.0,30.0,925.0,2
Jakkur,3.0,123.0,1858.0,3
Jakkuru Layout,2.0,70.0,1205.0,2
Nelamangala,3.0,90.0,1500.0,3
Nagawara Junction,3.0,200.0,1200.0,3
Mysore Road,2.0,48.95,1020.0,2
Thanisandra,2.0,56.0,965.0,2
7th Phase JP Nagar,6.0,270.0,1800.0,5
Battarahalli,2.0,82.89,1636.0,2
Kundalahalli,3.0,125.0,1724.0,3
Yelahanka,1.0,36.25,654.0,1
Abbaiah Reddy Layout,2.0,41.0,1190.0,2
Budigere,3.0,92.0,1636.0,3
Hennur Road,2.0,73.0,1195.0,2
Nagavara,3.0,251.0,2400.0,3
1st Block HRBR Layout,2.0,67.0,1250.0,2
Whitefield,3.0,90.0,1452.0,3
Thanisandra,3.0,95.0,1546.0,3
Indira Nagar,3.0,275.0,1440.0,3
Naganathapura,3.0,80.0,2260.0,2
Tavarekere,3.0,90.0,2700.0,4
Indira Nagar,2.0,171.0,1475.0,2
KG Halli,1.0,26.0,375.0,1
Balagere,2.0,66.0,1007.0,2
Hennur Road,2.0,47.0,1020.0,2
Lavelle Road,2.0,150.0,1000.0,2
Varanasi,3.0,59.5,800.0,2
Marathahalli,2.0,55.0,1125.0,2
Whitefield,5.0,240.0,2850.0,4
Dodsworth Layout,2.0,85.0,1400.0,2
Kadugodi,2.0,61.0,1152.0,2
Subramanyapura,2.0,34.49,958.0,2
Bellandur,2.0,85.0,1310.0,2
Hosur Road,2.0,126.0,1590.0,3
Green Glen Layout,3.0,110.0,1645.0,3
Veerabhadra Nagar,2.0,100.0,1800.0,3
Thanisandra,3.0,150.0,1795.0,3
8th Phase JP Nagar,2.0,35.0,1100.0,2
Thanisandra,1.0,38.535,777.0,1
Kalkere,2.0,70.0,925.0,2
Bommanahalli,2.0,55.0,1020.0,2
Electronic City Phase II,2.0,32.92,1140.0,2
Hebbal,4.0,203.0,2470.0,4
Maruthi Nagar,1.0,35.5,850.0,2
Vidhyanagar Cross,2.0,32.0,1100.0,2
Thanisandra,3.0,110.0,1697.0,3
Varthur,2.0,47.0,1250.0,2
Gottigere,2.0,50.0,1120.0,2
7th Block Jayanagar,3.0,480.0,2400.0,4
Hebbal,2.0,52.0,1200.0,2
7th Phase JP Nagar,2.0,44.0,1100.0,2
 Devarachikkanahalli,2.0,76.0,1417.0,3
Thanisandra,3.0,88.0,1492.0,3
Devanahalli,3.0,79.15,1498.0,3
Bellari Road,2.0,350.0,3500.0,4
Kundalahalli,2.0,48.27,1010.0,2
Hennur,2.0,53.5,1255.0,2
Channasandra,2.0,35.0,1050.0,2
Hegde Nagar,3.0,125.0,1847.0,3
1st Stage Indira Nagar,2.0,55.0,1200.0,2
Bellandur,2.0,37.28,982.0,2
Hegde Nagar,4.0,145.0,2144.6,3
Kengeri,2.0,36.5,750.0,2
Sunder Ram Shetty Nagar,3.0,74.0,1480.0,3
Tindlu,2.0,52.0,1180.0,2
6th Block Jayanagar,4.0,255.0,2100.0,3
Haralur Road,2.0,46.0,1194.0,2
Thanisandra,3.0,122.0,2072.0,3
Rajaji Nagar,3.0,220.0,1640.0,3
Kaikondrahalli,2.0,81.5,1253.0,2
Hennur Road,2.0,54.92,1061.0,2
Marathahalli,3.0,115.0,1950.0,3
Marathahalli,2.0,68.0,1250.0,2
Kammasandra,2.0,37.0,1015.0,2
Marathahalli,2.0,56.8,1125.0,2
Electronic City Phase II,2.0,40.0,1116.0,2
Kadarenahalli,1.0,35.0,400.0,1
Kasavanhalli,4.0,325.0,4000.0,4
Hebbal,4.0,410.0,3900.0,4
Old Madras Road,2.0,100.0,1300.0,2
Raja Rajeshwari Nagar,2.0,60.42,1419.0,2
Punappa Layout,2.0,55.0,1310.0,3
Thigalarapalya,4.0,152.0,2072.0,3
Kaggadasapura,2.0,58.58,1240.0,2
Chamrajpet,3.0,98.91,1565.0,3
KR Puram,5.0,310.0,3657.0,5
Hosa Road,2.0,62.0,1245.0,2
GM Palaya,3.0,65.0,1315.0,3
Kenchenahalli,2.0,73.0,1410.0,3
Dasarahalli,2.0,60.0,1375.0,2
Old Madras Road,2.0,95.0,1299.0,2
Pampa Extension,2.0,45.5,993.0,2
Bommasandra Industrial Area,3.0,45.0,1200.0,2
Lavelle Road,2.0,156.0,985.0,2
4th Block Koramangala,5.0,180.0,2400.0,4
Hebbal,2.0,95.0,1255.0,3
Hoodi,3.0,131.0,1655.0,3
Whitefield,5.0,190.0,2830.0,4
 Sector 1 HSR Layout,1.0,276.0,6000.0,1
Balaji Gardens Layout,2.0,40.0,825.0,1
Begur Road,3.0,111.0,1634.0,3
Banaswadi,2.0,80.0,1222.0,2
Gottigere,3.0,63.0,1500.0,3
Akshaya Nagar,4.0,100.0,1890.0,3
Hulimavu,1.0,39.5,850.0,2
Whitefield,2.0,78.5,1295.0,2
Sarjapur  Road,2.0,100.0,1320.0,2
2nd Stage Nagarbhavi,3.0,170.0,3000.0,4
Harlur,2.0,82.0,1197.0,2
Hoysalanagar,2.0,60.0,1320.0,3
Whitefield,1.0,57.6,840.0,1
Whitefield,1.0,19.83,640.0,1
Raja Rajeshwari Nagar,3.0,71.38,1693.0,3
Kodihalli,2.0,62.0,1000.0,2
Babusapalaya,2.0,70.0,1305.0,2
Kodichikkanahalli,1.0,18.0,450.0,1
CV Raman Nagar,1.0,57.0,705.0,1
Tumkur Road,5.0,150.0,4800.0,5
Koramangala Industrial Layout,5.0,600.0,5000.0,4
Gubbalala,4.0,425.0,5000.0,4
Whitefield,3.0,104.0,1991.0,3
Battarahalli,3.0,90.0,1779.0,3
Whitefield,4.0,1250.0,10200.0,4
Banaswadi,2.0,38.0,870.0,2
Thanisandra,3.0,120.0,1595.0,3
Kanakpura Road,1.0,26.0,525.0,1
Basaveswarnagar,4.0,420.0,2400.0,6
Iblur Village,4.0,138.0,2000.0,3
Yelahanka,3.0,93.0,1614.0,3
Gottigere,2.0,40.0,1200.0,2
Electronic City Phase II,3.0,46.0,1150.0,3
Indira Nagar,4.0,440.0,3200.0,4
Sonnenahalli,3.0,80.48,1610.0,3
Kallumantapa,2.0,50.0,1050.0,2
Vaishnavi Layout,5.0,420.0,4800.0,4
7th Phase JP Nagar,2.0,97.0,1460.0,3
Jaymahal Road,3.0,400.0,3400.0,3
Naganathapura,1.0,33.0,600.0,1
Suraksha Nagar,3.0,70.0,1569.0,3
"Off Sarjapur Road, ",3.0,147.0,2600.0,3
Electronics City Phase 1,1.0,42.5,645.0,1
Mico Layout,2.0,80.0,800.0,2
Marathahalli,2.0,90.0,1350.0,2
BTM 2nd Stage,4.0,325.0,2780.0,3
Rajarajeshwari Nagara,2.0,45.12,1410.0,3
Vasanth nagar,3.0,1063.0,2000.0,4
Agrahara Dasarahalli,1.0,72.0,800.0,1
Bannerghatta Road,2.0,68.0,1215.0,2
Prithvi Layout,4.0,192.0,2273.0,3
Varthur Road,2.0,52.76,1255.0,2
B Narayanapura,2.0,49.0,1020.0,2
T R Mill Road,2.0,82.0,1225.0,3
Singasandra,2.0,60.0,1120.0,2
Victoria Layout,5.0,625.0,2400.0,5
Kasavanhalli,2.0,69.0,1225.0,3
Indira Nagar,4.0,700.0,4000.0,4
Sarjapur  Road,4.0,145.0,1984.0,3
Old Madras Road,3.0,197.0,2425.0,3
ITPL,3.0,56.12,1200.0,3
Bommasandra,2.0,45.0,1127.0,2
Whitefield,3.0,97.0,1655.0,3
Ananth Nagar,1.0,14.0,500.0,1
Varthur,3.0,68.38,1200.0,3
Kaggadasapura,2.0,43.0,1000.0,2
CV Raman Nagar,2.0,47.88,1225.0,2
Hormavu,2.0,45.0,1350.0,2
Sahakara Nagar,2.0,49.0,1175.0,2
Sanne Amanikere,1.0,27.0,655.0,1
Hosa Road,2.0,84.86,1311.0,3
CV Raman Nagar,2.0,38.5,1000.0,2
Indira Nagar Stage 2,2.0,96.0,1196.0,2
Kanakpura Road,2.0,59.0,1050.0,3
Hommadevanahalli,2.0,50.0,927.0,2
BTM Layout 2nd Stage 1st Phase,5.0,395.0,2400.0,4
Hebbal,2.0,104.0,1333.0,2
Tunganagara,1.0,18.0,600.0,1
Koramangala,2.0,125.0,1370.0,2
Koramangala,2.0,85.0,1100.0,2
Haralur Road,3.0,100.0,1650.0,3
Kasavanhalli,3.0,132.0,1917.0,3
Billekahalli,2.0,58.11,950.0,2
T C Palya main Road,2.0,48.72,1175.0,2
8th Phase JP Nagar,2.0,43.55,1089.0,2
Kalena Agrahara,3.0,175.0,1804.0,3
Hoodi,2.0,68.5,1257.0,2
Sarjapur,1.0,19.87,650.0,1
Whitefield,3.0,150.0,1850.0,3
Vishwapriya Nagar,4.0,200.0,2800.0,4
Vidyaranyapura,2.0,40.0,945.0,2
Koramangala,2.0,63.85,1161.0,2
Banashankari Stage V,3.0,51.35,1630.0,3
Lake City,2.0,28.0,750.0,2
Whitefield,3.0,67.77,1200.0,3
Vittal Nagar,2.0,45.0,1000.0,2
Nagavara,2.0,70.0,1315.0,2
Sahakara Nagar,2.0,90.0,1370.0,3
Bellandur,3.0,90.0,1465.0,2
Electronic City,2.0,64.0,1128.0,2
Hebbal,3.0,117.0,1645.0,3
Horamavu Agara,2.0,75.0,1284.0,3
Hebbal,3.0,199.0,2600.0,3
Kodigehalli,3.0,150.0,1820.0,3
Haralur Road,3.0,73.0,1580.0,3
Akshaya Nagar,3.0,125.0,2650.0,3
Bannerghatta Road,2.0,68.0,1215.0,2
Uttarahalli,2.0,40.0,1075.0,2
Bisuvanahalli,2.0,30.0,845.0,2
Richards Town,2.0,85.0,800.0,2
Panathur,2.0,85.0,1199.0,2
Gunjur,2.0,43.48,1175.0,2
Sahakara Nagar,3.0,270.0,2400.0,3
Bellandur,3.0,109.0,1767.0,3
Talaghattapura,3.0,135.0,1856.0,3
R.T. Nagar,3.0,140.0,1200.0,3
Jakkur,5.0,795.0,6830.0,4
Whitefield,2.0,90.0,1290.0,2
Kasavanhalli,2.0,78.0,1375.0,2
Bagalur,2.0,57.0,985.0,2
Singasandra,2.0,37.5,1099.0,2
Electronic City,1.0,13.31,605.0,1
1 Immadihalli,12.0,150.0,6000.0,11
RMV Extension Stage 2,7.0,160.0,3600.0,7
Marathahalli,2.0,53.0,1200.0,2
Hulimavu,2.0,45.0,1000.0,2
Sarjapur  Road,5.0,340.0,3692.0,5
4th Block Koramangala,4.0,600.0,2400.0,4
BTM Layout,2.0,78.0,1540.0,3
"JP Nagar 7th Phase, ",2.0,93.0,1503.0,3
Ambedkar Nagar,4.0,120.0,1850.0,3
Mico Layout,2.0,39.25,1190.0,2
Sampigehalli,2.0,61.0,1200.0,2
Jakkur,1.0,19.9,850.0,2
Domlur,3.0,285.0,2180.0,3
Hennur Bande,2.0,60.0,2500.0,3
ITPL,3.0,56.12,1200.0,3
Kamakshipalya,2.0,52.0,1500.0,3
Thanisandra,3.0,120.0,1880.0,3
Padmanabhanagar,2.0,45.0,1150.0,2
Kasavanhalli,4.0,344.0,4408.0,4
Bellandur,2.0,35.11,924.0,2
Karuna Nagar,3.0,175.0,1962.0,3
B Narayanapura,3.0,77.27,1765.0,3
Bannerghatta Road,3.0,115.0,1894.0,3
Sector 7 HSR Layout,3.0,142.0,1760.0,3
Doddanakundi Industrial Area 2,3.0,95.0,1768.0,3
Kothanur,3.0,97.0,1790.0,3
Kumara Park,5.0,800.0,3500.0,4
Kengeri,4.0,160.0,2540.0,4
Mahadevpura,2.0,53.4,1137.0,2
Mysore Road,2.0,100.0,1568.0,3
Devanahalli,4.0,393.5,4920.0,4
AECS Layout,2.0,60.0,1308.0,2
Shankarapuram,4.0,350.0,3060.0,4
Shetty Halli,1.0,32.0,800.0,1
Electronic City,1.0,13.5,530.0,1
AGB Layout,6.0,145.0,3000.0,7
Subramanyapura,2.0,33.53,958.0,2
